Timestamp,Title,Theme,Summary,last_price,return,volatility,next_day_price
2024-02-23,Corrections & Amplifications,Corrections,"Corrections & Amplifications for the edition of Feb. 24, 2024",7.983,-0.030012150668286885,0.04536173523686206,7.981
2024-02-23,Natural Gas Hasn’t Been This Cheap in Decades,Gas Markets,The lowest inflation-adjusted prices in at least 34 years have drillers throttling down from record production.,7.983,-0.030012150668286885,0.04536173523686206,7.981
2024-03-11,Elliott Bets $500 Million on Gas Producer Backed by Quantum,Pro PE Fund News,Paul Singer’s Elliott Investment is plowing money into a $1.6 billion continuation fund that lets Quantum Capital retain HG Energy as an investment.,8.802,-0.038873116400960916,0.04554646130527885,8.553
2024-03-13,Biggest Gains in Financial Strength in the Management Top 250,Journal Reports: Leadership,"Royal Caribbean heads the list, followed by Cheniere Energy and MetLife",8.714,0.018823804513036224,0.04432111649278071,8.792
2024-03-14,Shell to Slow Pace of Carbon-Emission Cuts,Sustainable Business,Anglo-Dutch energy heavyweight said it now targets a 15%-20% reduction by 2030 in the net carbon intensity of the energy products it sells.,8.792,0.008951113151250745,0.044282573174325775,9.142
2024-03-14,Both Parties Go After Robert Hur's Report on Capitol Hill,PODCAST,"Special counsel Robert Hur received criticism from both Democrats and Republicans when testifying on his report on Joe Biden's mishandling of classified documents.  Did Democrats do a disservice to the President by focusing on Hur's observations about Biden's memory and fitness instead of the lack of an indictment?  Plus, Joe Biden comes out against Nippon Steel's attempted purchase of U.S. Steel.",8.792,0.008951113151250745,0.044282573174325775,9.142
2024-03-29,The Climate Scientist Fossil-Fuel Companies Can’t Stand,Gas Markets,Robert Howarth’s research on natural gas exports influenced the White House and exasperated oil and gas executives.,,,,
2024-03-29,Opinion: Green Shareholders Try to Sabotage America’s Energy Industry,Commentary,A wave of destructive proposals began after a 2020 briefing to the Biden transition team.,,,,
2024-04-02,Natural Gas Pioneer Charif Souki Ordered to Pay $100 Million in Damages to Lenders,Pro Bankruptcy,"The ruling stems from disputes with lenders who seized Souki’s assets, including his Colorado ranch, yacht and his shares in Tellurian, a Houston-based gas company he co-founded.",9.383,-0.011691594691384144,0.04428438157286419,
2024-04-05,Shell Sees Gas Output Above Guidance,Europe,Shell said it expects first quarter gas production to beat its previous guidance after a strong start to the year but earnings would be lower than the prior quarter.,,,,
